Phase,Algorithm,Embedding,Accuracy,Precision,Recall,F1-Score,MCC,G-Mean,Class_A_Acc,Class_AU_Acc,Class_F_Acc,Class_FT_Acc,Class_LF_Acc,Class_LL_Acc,Class_M_Acc,Class_O_Acc,Class_P_Acc,Class_PE_Acc,Class_R_Acc,Class_SC_Acc,Class_SE_Acc,Class_US_Acc
Phase 4-B-NEW (Catch-Bin Deep),XGBoost,BERT,0.8845609065155807,0.4882862423610265,0.23283715403355118,0.2896502613425884,0.4473307363082186,0.03643248302803225,0.08695652173913043,0.3076923076923077,0.9925373134328358,0.0,0.0,0.0,0.0,0.0,0.375,0.09523809523809523,0.1,0.5,0.4897959183673469,0.3125
Phase 4-B-NEW (Catch-Bin Deep),KNN,BERT,0.8796033994334278,0.4174895008585123,0.2372174982383699,0.2860463296158002,0.43794419250716016,0.05146350632800722,0.08695652173913043,0.2692307692307692,0.9842454394693201,0.0,0.0,0.1,0.0,0.4166666666666667,0.4583333333333333,0.14285714285714285,0.1,0.0,0.3877551020408163,0.375
Phase 4-B-NEW (Catch-Bin Deep),LinearSVC,MPNet,0.8682719546742209,0.4794266223339115,0.5657639051299078,0.5119630412833802,0.5561116751814021,0.3696724859359832,0.34782608695652173,0.5384615384615384,0.917910447761194,0.5,0.0,0.4,0.42857142857142855,0.5,0.75,0.6190476190476191,0.6,1.0,0.6938775510204082,0.625
Phase 4-B-NEW (Catch-Bin Deep),RF,MPNet,0.8583569405099151,0.41857142857142854,0.1315361570520724,0.15665618994381966,0.1692504554180888,0.01105679302947573,0.0,0.07692307692307693,0.9983416252072969,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.1,0.5,0.02040816326530612,0.0625
Phase 4-B-NEW (Catch-Bin Deep),LinearSVC,SBERT,0.8569405099150141,0.43138685618971334,0.5042867366108635,0.4595655610714376,0.5252264193894358,0.3333328005985269,0.43478260869565216,0.5769230769230769,0.906301824212272,0.0,0.25,0.5,0.5714285714285714,0.4166666666666667,0.625,0.5238095238095238,0.5,0.5,0.7551020408163265,0.5
Phase 4-B-NEW (Catch-Bin Deep),RF,SBERT,0.8590651558073654,0.4186153374859594,0.13299388299959425,0.15942662446477024,0.18103888068400226,0.011617998677936262,0.0,0.07692307692307693,0.9983416252072969,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.1,0.5,0.04081632653061224,0.0625
Phase 4-2C-NEW (Catch-Bin Hybrid),LinearSVC,TF-IDF,0.896600566572238,0.635233109963936,0.474876136509518,0.522363829487946,0.5935938172085907,0.3040077902988388,0.5652173913043478,0.8076923076923077,0.9593698175787728,0.0,0.5,0.4,0.2857142857142857,0.3333333333333333,0.4583333333333333,0.38095238095238093,0.2,0.5,0.6326530612244898,0.625
Phase 4-2C-NEW (Catch-Bin Hybrid),XGBoost,TF-IDF,0.8888101983002833,0.4705930048787192,0.2597482588900003,0.3169582925692885,0.48399343015688606,0.04307734435918474,0.34782608695652173,0.6923076923076923,0.9867330016583747,0.0,0.0,0.2,0.0,0.0,0.2916666666666667,0.23809523809523808,0.2,0.0,0.3673469387755102,0.3125
Phase 4-2C-NEW (Catch-Bin Hybrid),XGBoost,MPNet,0.8803116147308782,0.5095935047858126,0.21698603473284309,0.2783953365779742,0.4134792627783941,0.04716132571715893,0.08695652173913043,0.15384615384615385,0.9941956882255389,0.0,0.0,0.0,0.0,0.08333333333333333,0.3333333333333333,0.19047619047619047,0.1,0.5,0.40816326530612246,0.1875
Phase 4-2C-NEW (Catch-Bin Hybrid),LR,TF-IDF,0.8739376770538244,0.5420352020271977,0.519732777510079,0.5107941099298082,0.5722916259749159,0.33948515837655396,0.5217391304347826,0.8461538461538461,0.9220563847429519,0.0,0.5,0.4,0.2857142857142857,0.3333333333333333,0.5416666666666666,0.5238095238095238,0.5,0.5,0.7142857142857143,0.6875
Phase 4-2C-NEW (Catch-Bin Hybrid),XGBoost,SBERT,0.8746458923512748,0.5481169457044472,0.1981111777811509,0.2562006341883122,0.3664592198231814,0.0433414080362588,0.08695652173913043,0.11538461538461539,0.9950248756218906,0.0,0.0,0.0,0.0,0.08333333333333333,0.2916666666666667,0.19047619047619047,0.1,0.5,0.2857142857142857,0.125
Phase 4-2C-NEW (Catch-Bin Hybrid),KNN,MPNet,0.8824362606232294,0.38999507353018253,0.27886359510371217,0.31557208700142503,0.4712988600672303,0.044038062005542236,0.21739130434782608,0.07692307692307693,0.9767827529021559,0.0,0.0,0.0,0.0,0.4166666666666667,0.5,0.2857142857142857,0.4,0.0,0.5306122448979592,0.5
Phase 4-2C-NEW (Catch-Bin Hybrid),KNN,SBERT,0.8845609065155807,0.500658293761742,0.267490023769656,0.31846312577725416,0.4752722168095106,0.05759528371845004,0.13043478260869565,0.11538461538461539,0.9809286898839138,0.0,0.0,0.1,0.0,0.5,0.5416666666666666,0.3333333333333333,0.2,0.0,0.5306122448979592,0.3125
Phase 4-2C-NEW (Catch-Bin Hybrid),XGBoost,BERT,0.8845609065155807,0.4882862423610265,0.23283715403355118,0.2896502613425884,0.4473307363082186,0.03643248302803225,0.08695652173913043,0.3076923076923077,0.9925373134328358,0.0,0.0,0.0,0.0,0.0,0.375,0.09523809523809523,0.1,0.5,0.4897959183673469,0.3125
Phase 4-2C-NEW (Catch-Bin Hybrid),KNN,BERT,0.8796033994334278,0.4174895008585123,0.2372174982383699,0.2860463296158002,0.43794419250716016,0.05146350632800722,0.08695652173913043,0.2692307692307692,0.9842454394693201,0.0,0.0,0.1,0.0,0.4166666666666667,0.4583333333333333,0.14285714285714285,0.1,0.0,0.3877551020408163,0.375
Phase 4-2C-NEW (Catch-Bin Hybrid),KNN,TF-IDF,0.8753541076487252,0.5469157692104418,0.2519387986741216,0.3233480460444675,0.40765607564566053,0.11255845646217326,0.2608695652173913,0.2692307692307692,0.9825870646766169,0.0,0.25,0.3,0.14285714285714285,0.08333333333333333,0.2916666666666667,0.19047619047619047,0.2,0.0,0.30612244897959184,0.25
